0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
576,Registro público de derechos de petición Bogotá enero 2019,Contiene el registro de los derechos de petición radicados en la Secretaria de Hacienda Distrital en un periodo determinado.,https://www.datos.gov.co/dataset/Registro-público-de-derechos-de-petición-Bogotá-en/bars-wtz6,Enlace externo,March 19 2019,0,economía y finanzas,,,,,,,,,,,,,
577,Características del Portafolio de Pasivos Bogotá diciembre 2018.,"Se refiere a los documentos que reflejan los saldos de las obligaciones financieras vigentes de Bogotá, D.C., su movimiento mensual y el acumulado.",https://www.datos.gov.co/dataset/Características-del-Portafolio-de-Pasivos-Bogotá-d/2jpq-w7ym,Enlace externo,March 19 2019,0,economía y finanzas,,,,,,,,,,,,,
578,Índice de Información Clasificada y Reservada 2018,"Archivo en formato CSV, con el inventario de la información pública generada y controlada por la Entidad, tiene los siguientes descriptivos:",https://www.datos.gov.co/dataset/Índice-de-Información-Clasificada-y-Reservada-2018/wbny-juex,Enlace externo,March 19 2019,1,indice de información clasificada y reservada,,,,,,,,,,,,,
579,Ediles y Edilesas de Yopal Casanare,"Listado de Ediles y Edilesas del municipio de Yopal Casanare, quienes pertenecen al área urbana se identifican porque en una de las columnas del conjunto de datos aparece la comuna de la cual es Edil o Edilesa, en este caso de 5 comunas, quienes pertenecen al área rural se les indica el Corregimiento del cual hacen parte.",https://www.datos.gov.co/Vivienda-Ciudad-y-Territorio/Ediles-y-Edilesas-de-Yopal-Casanare/pbe5-7js7,Conjunto de Datos,March 18 2019,0,listado de ediles de yopal/ediles de yopa,Secretaría de Gobierno,Alcaldía Municipal de Yopal,Casanare,Yopal,Territorial,Vivienda Ciudad y Territorio,Español,Municipal,Anual,"Vivienda, Ciudad y Territorio",0,75,3
580,Cantidad de Alumnos Matriculados Año 2019,El municipio de Candelaria pone a disposición a todos los interesados la base de datos de Datos Abiertos de la cantidad de Alumnos Matriculados por genero y sector del presente año tanto como en la cabecera municipal y el área rural.,https://www.datos.gov.co/Educación/Cantidad-de-Alumnos-Matriculados-Año-2019/m3ni-jjq4,Conjunto de Datos,March 18 2019,0,alumnos/candelaria/institucion/nivel de grado/col,"Secretaría de Educación, Cultura y Turismo",Alcaldía Municipal de Candelaria Valle del Cauca,Valle del Cauca,Candelaria,Territorial,Educación,Español,Municipal,No aplica,Educación,8,57,13
581,Tarifas_SOAT_2019,a continuación se describe el valor de los servicios,https://www.datos.gov.co/Salud-y-Protección-Social/Tarifas_SOAT_2019/ykgz-6u86,Conjunto de Datos,March 18 2019,0,servicios,E.S.E Hospital San Rafael de Pacho,E.S.E. Hospital San Rafael Pacho,Cundinamarca,Pacho,Nacional,Salud y Protección Social,Español,Departamental,Anual,Salud y Protección Social,12,978,4
582,"Área Sembrada, Área Cosechada, Producción y Rendimiento de los principales Cultivos del Amazonas Año 2014","Área Sembrada, Área Cosechada, Producción  y Rendimiento de los principales Cultivo  en los municipios del Amazonas  Año 2014 - Evaluaciones Agropecuarias municipales",https://www.datos.gov.co/Agricultura-y-Desarrollo-Rural/Área-Sembrada-Área-Cosechada-Producción-y-Rendimie/xqsv-q6hp,Gráfico,March 18 2019,0,,,,,,,,,,,,,,
583,Actualizacion Directorio instituciones Educativas,Actualizacion del Directorio Educativo de las Instituciones Educativas,https://www.datos.gov.co/Educación/Actualizacion-Directorio-instituciones-Educativas/nnck-aryq,Conjunto de Datos,March 18 2019,0,,Direccion Tic,Gobernación del Quindío,Quindío,Armenia,Territorial,Educación,Español,Departamental,Anual,Educación,4,54,7
584,Actualizacion de Cobertura Educativa del departamento del Quindio,Cobertura educativa en del departamento del Quindio desde Transicion al Grado Once para Instituciones Educativas,https://www.datos.gov.co/Educación/Actualizacion-de-Cobertura-Educativa-del-departame/urxn-xehk,Conjunto de Datos,March 18 2019,0,,Direccion Tic,Gobernación del Quindío,Quindío,Armenia,Territorial,Educación,Español,Departamental,Anual,Educación,0,Sin dato recolectado,Sin dato recolectado
585,Superficie Cosechada con Cultivos Permanentes en el Departamento del Valle del Cauca del Año 2000 al 2018,este conjunto de datos contiene información sobre  la Superficie Cosechada con Cultivos Permanentes en el Departamento del Valle del Cauca del Año 2000 al 2018,https://www.datos.gov.co/Agricultura-y-Desarrollo-Rural/Superficie-Cosechada-con-Cultivos-Permanentes-en-e/dx69-j7r4,Conjunto de Datos,March 18 2019,0,,gobernación del valle del cauca,Gobernación del Valle del Cauca,Valle del Cauca,Cali,Territorial,Agricultura y Desarrollo Rural,Español,Departamental,Anual,Agricultura y Desarrollo Rural,2,816,7
586,Producción en Cultivos Permanentes en el departamento del Valle del Cauca del Año 2000 al 2018,Este conjunto de datos contiene información sobre la Producción en Cultivos Permanentes en el departamento del Valle del Cauca del Año 2000 al 2018,https://www.datos.gov.co/Agricultura-y-Desarrollo-Rural/Producción-en-Cultivos-Permanentes-en-el-departame/bmzu-k4mg,Conjunto de Datos,March 18 2019,0,,gobernación del valle del cauca,Gobernación del Valle del Cauca,Valle del Cauca,Cali,Territorial,Agricultura y Desarrollo Rural,Español,Departamental,Anual,Agricultura y Desarrollo Rural,3,816,7
587,Rendimiento en toneladas por hectáreas en cultivos permanentes en el departamento del valle del cauca del año 2000 al 2018,este conjunto de datos contiene información sobre el Rendimiento en toneladas por hectáreas en cultivos permanentes en el departamento del valle del cauca del año 2000 al 2018,https://www.datos.gov.co/Agricultura-y-Desarrollo-Rural/Rendimiento-en-toneladas-por-hectáreas-en-cultivos/xcw3-fwbx,Conjunto de Datos,March 18 2019,0,,gobernación del valle del cauca,Gobernación del Valle del Cauca,Valle del Cauca,Cali,Territorial,Agricultura y Desarrollo Rural,Español,Departamental,Anual,Agricultura y Desarrollo Rural,1,Sin dato recolectado,Sin dato recolectado
588,"Criminalidad, Periodo del 01 enero al 31 de marzo 2017 - 2018","Contiene la estadística de la Criminalidad, Periodo del 01 enero al 31 de marzo 2017 - 2018.",https://www.datos.gov.co/Estadísticas-Nacionales/Criminalidad-Periodo-del-01-enero-al-31-de-marzo-2/ifej-vwvw,Conjunto de Datos,March 18 2019,0,,Dirección de las TIC,Gobernación del Caquetá,Caquetá,Florencia,Territorial,Estadísticas,Español,Departamental,Anual,Estadísticas Nacionales,1,Sin dato recolectado,Sin dato recolectado
589,Superficie Sembrada  por hectareas con cultivos permanentes en el departamento del Valle del Cauca del año 2000 al 2018,Este conjunto de datos contiene la información sobre la Superficie Sembrada  por hectareas con cultivos permanentes en el departamento del Valle del Cauca del año 2000 al 2018,https://www.datos.gov.co/Agricultura-y-Desarrollo-Rural/Superficie-Sembrada-por-hectareas-con-cultivos-per/v4ub-9eme,Conjunto de Datos,March 18 2019,0,,gobernación del valle del cauca,Gobernación del Valle del Cauca,Valle del Cauca,Cali,Territorial,Agricultura y Desarrollo Rural,Español,Departamental,Anual,Agricultura y Desarrollo Rural,3,Sin dato recolectado,Sin dato recolectado
590,INSTITUCIONES EDUCATIVAS NO OFICIALES ARMENIA,Publicación de las instituciones educativas no oficiales de la ciudad de Armenia habilitada al año 2018,https://www.datos.gov.co/Educación/INSTITUCIONES-EDUCATIVAS-NO-OFICIALES-ARMENIA/3qmn-egn3,Conjunto de Datos,March 18 2019,1,instituciones/educativas/colegios/armenia/no ofici,Secretaria de Educación de Armenia,Alcaldía Municipal de Armenia Quindío,Quindío,Armenia,Nacional,Educación,Español,Nacional,Anual,Educación,0,39,7
591,INSTITUCIONES EDUCATIVAS OFICIALES,Se publica el directorio de las entidades educativas oficiales de la ciudad de Armenia vigentes al año 2018.,https://www.datos.gov.co/Educación/INSTITUCIONES-EDUCATIVAS-OFICIALES/vzn6-ayff,Conjunto de Datos,March 18 2019,0,publicas/armenia/instituciones/colegios/direct,Secretaria de Educación de Armenia,Alcaldía Municipal de Armenia Quindío,Quindío,Armenia,Nacional,Educación,Español,Nacional,Anual,Educación,0,73,8
592,Proyectos Vigentes 2019,Lista Proyectos Vigentes 2019 de Fonade,https://www.datos.gov.co/Presupuestos-Gubernamentales/Proyectos-Vigentes-2019/k9b2-bfdw,Conjunto de Datos,March 18 2019,20,proyectos vigentes 2019/fonade/2019/proyec,Tecnología de la Información,Fondo Financiero de Proyectos de Desarrollo,Bogotá D.C.,Bogotá D.C.,Nacional,Planeación,Español,Nacional,Semestral,Presupuestos Gubernamentales,7,312,13
593,Ranking Acumulado de Recursos No Ejecutados de PAC Bogotá noviembre 2018.,"Establecimientos Públicos, Universidad Distrital y Contraloría de Bogotá.",https://www.datos.gov.co/dataset/Ranking-Acumulado-de-Recursos-No-Ejecutados-de-PAC/stm9-tgka,Enlace externo,March 16 2019,1,economía y finanzas,,,,,,,,,,,,,
594,Ranking Acumulado de Recursos No Ejecutados de PAC Bogotá Noviembre 2018.,Administración Central,https://www.datos.gov.co/dataset/Ranking-Acumulado-de-Recursos-No-Ejecutados-de-PAC/nkgk-ndnt,Enlace externo,March 16 2019,5,economía y finanzas,,,,,,,,,,,,,
595,Dato Abierto Indice Continuidad EAB 2018,"Informe de continuidad año 2018, para Bogotá, Soacha y Gachancipa",https://www.datos.gov.co/dataset/Dato-Abierto-Indice-Continuidad-EAB-2018/5jft-hvkz,Enlace externo,March 16 2019,4,datos abiertos bogota,,,,,,,,,,,,,
596,Ranking Acumulado de Recursos No Ejecutados de PAC Bogotá noviembre 2018.,Fondo de Desarrollo Local.,https://www.datos.gov.co/dataset/Ranking-Acumulado-de-Recursos-No-Ejecutados-de-PAC/sen6-nzcw,Enlace externo,March 16 2019,2,economía y finanzas,,,,,,,,,,,,,
597,Ranking Acumulado de Recursos No Ejecutados de PAC Bogotá noviembre 2018.,Establecimientos Públicos Universidad Distrital y Contraloría.,https://www.datos.gov.co/dataset/Ranking-Acumulado-de-Recursos-No-Ejecutados-de-PAC/46uy-su5k,Enlace externo,March 16 2019,2,economía y finanzas,,,,,,,,,,,,,
598,Ranking Acumulado de Recursos No Ejecutados de PAC Bogotá noviembre 2018.,Administración Central.,https://www.datos.gov.co/dataset/Ranking-Acumulado-de-Recursos-No-Ejecutados-de-PAC/yq7i-yvt2,Enlace externo,March 16 2019,0,economía y finanzas,,,,,,,,,,,,,
599,Desagregado Deuda Bogotá noviembre 2018,Ranking Acumulado De Recursos No Ejecutados de Pac,https://www.datos.gov.co/dataset/Desagregado-Deuda-Bogotá-noviembre-2018/yv4r-zw2w,Enlace externo,March 16 2019,3,economía y finanzas,,,,,,,,,,,,,
600,Ranking Acumulado de Recursos No Ejecutados De PAC Bogotá noviembre 2018,Fondo De Desarrollo Local. Agosto Bogotá.,https://www.datos.gov.co/dataset/Ranking-Acumulado-de-Recursos-No-Ejecutados-De-PAC/ftb4-x8zb,Enlace externo,March 16 2019,1,economía y finanzas,,,,,,,,,,,,,
601,Desagregado Inversión Bogotá noviembre 2018,Ranking Acumulado de Recursos No Ejecutados de PAC Por Sectores,https://www.datos.gov.co/dataset/Desagregado-Inversión-Bogotá-noviembre-2018/y2r8-kz7u,Enlace externo,March 16 2019,2,economía y finanzas,,,,,,,,,,,,,
602,Desagregado Funcionamiento Bogotá noviembre 2018,Ranking Acumulado de Recursos No Ejecutados de PAC,https://www.datos.gov.co/dataset/Desagregado-Funcionamiento-Bogotá-noviembre-2018/yjgx-876f,Enlace externo,March 16 2019,0,datos abiertos bogota,,,,,,,,,,,,,
603,TARIFAS,Tarifas Febrero 2019,https://www.datos.gov.co/dataset/TARIFAS/7u45-iviz,Conjunto de Datos,March 15 2019,0,,COMERCIAL,E.S.P. Empresa Ibaguéreña de Acueducto y Alcantarillado S.A.,Tolima,Ibagué,Territorial,Vivienda Ciudad y Territorio,Español,Nacional,Mensual,Este conjunto de datos no se ha categorizado,0,50,24
604,TARIFAS,Tarifas Enero 2019,https://www.datos.gov.co/dataset/TARIFAS/xbsf-2t7j,Conjunto de Datos,March 15 2019,0,,COMERCIAL,E.S.P. Empresa Ibaguéreña de Acueducto y Alcantarillado S.A.,Tolima,Ibagué,Territorial,Vivienda Ciudad y Territorio,Español,Nacional,Mensual,Este conjunto de datos no se ha categorizado,1,Sin dato recolectado,Sin dato recolectado
605,SUSPENSIONES,Suspensiones Febrero 2019,https://www.datos.gov.co/dataset/SUSPENSIONES/7677-6533,Conjunto de Datos,March 15 2019,0,,COMERCIAL,E.S.P. Empresa Ibaguéreña de Acueducto y Alcantarillado S.A.,Tolima,Ibagué,Territorial,Vivienda Ciudad y Territorio,Español,Nacional,Mensual,Este conjunto de datos no se ha categorizado,0,Sin dato recolectado,Sin dato recolectado
606,DISCONTINUIDAD,Discontinuidad Febrero 20019,https://www.datos.gov.co/Vivienda-Ciudad-y-Territorio/DISCONTINUIDAD/se7m-8ci6,Conjunto de Datos,March 15 2019,1,,GRUPO ACUEDUCTO,E.S.P. Empresa Ibaguéreña de Acueducto y Alcantarillado S.A.,Tolima,Ibagué,Territorial,Vivienda Ciudad y Territorio,Español,Nacional,Mensual,"Vivienda, Ciudad y Territorio",0,Sin dato recolectado,Sin dato recolectado
607,DISCONTINUIDAD,Discontinuidad enero 2019,https://www.datos.gov.co/Vivienda-Ciudad-y-Territorio/DISCONTINUIDAD/rucf-5qkd,Conjunto de Datos,March 15 2019,0,,GRUPO ACUEDUCTO,E.S.P. Empresa Ibaguéreña de Acueducto y Alcantarillado S.A.,Tolima,Ibagué,Territorial,Vivienda Ciudad y Territorio,Español,Nacional,Mensual,"Vivienda, Ciudad y Territorio",0,1.170,14
608,Red semaforica del Municipio de Sincelejo a 2018,Red semaforica existente del Municipio de Sincelejo a 2018,https://www.datos.gov.co/Transporte/Red-semaforica-del-Municipio-de-Sincelejo-a-2018/ugry-bh33,Conjunto de Datos,March 15 2019,0,semaforo/sincelejo/red semafori,Secretaría de transito Municipal de Sincelejo,Alcaldía Municipal de Sincelejo,Sucre,Sincelejo,Territorial,Transporte,Español,Municipal,Anual,Transporte,0,39,2
609,Información organizacional,"Número de reformas que se presentan en cada una de las entidades de los sectores administrativos de la Rama Ejecutiva del orden nacional distribuidas así: Modificación de planta o estructura de las entidades, supresión, creación, escisión y/o fusión de entidades públicas.",https://www.datos.gov.co/Función-pública/Información-organizacional/64g6-av9c,Conjunto de Datos,March 15 2019,20,fusión/reformas/supresión/creación/modifica,Dirección de Desarrollo Organizacional,Departamento Administrativo de la Función Pública,Bogotá D.C.,Bogotá D.C.,Nacional,Función Pública,Español,Nacional,Trimestral,Función Pública,15,23,45
610,PUESTOS DE SALUD,"Aquí encontrará los puestos de salud activos en el Municipio de Beltrán, con la identificación de las redes prestadoras del servicio en salud a los habitantes del municipio.",https://www.datos.gov.co/Salud-y-Protección-Social/PUESTOS-DE-SALUD/jt3v-wbss,Conjunto de Datos,March 15 2019,0,beltrán/puestos de salud/sal,SECRETARIA DE DESARROLLO SOCIAL Y ECONÓMICO,Alcaldía Municipal de Beltrán,Cundinamarca,Beltrán,Territorial,Salud y Protección Social,Español,Municipal,Anual,Salud y Protección Social,2,Sin dato recolectado,Sin dato recolectado
611,"Área Sembrada, Área Cosechada, Producción y Rendimiento del cultivo de plátano en Caquetá año 2016.","Área Sembrada, Área Cosechada, Producción y Rendimiento del cultivo de plátano en Caquetá año 2016.",https://www.datos.gov.co/Agricultura-y-Desarrollo-Rural/Área-Sembrada-Área-Cosechada-Producción-y-Rendimie/pk7w-4dx2,Conjunto de Datos,March 15 2019,0,,Dirección de las TIC,Gobernación del Caquetá,Caquetá,Florencia,Nacional,Agricultura y Desarrollo Rural,Español,Departamental,Anual,Agricultura y Desarrollo Rural,5,12,5
612,"Área Sembrada, Área Cosechada, Producción  y Rendimiento de los principales Cultivos del Amazonas  Año 2014","Área Sembrada, Área Cosechada, Producción  y Rendimiento de los principales Cultivo  en los municipios del Amazonas  Año 2014 - Evaluaciones Agropecuarias municipales",https://www.datos.gov.co/Agricultura-y-Desarrollo-Rural/Área-Sembrada-Área-Cosechada-Producción-y-Rendimie/xxcg-2itc,Conjunto de Datos,March 15 2019,19,principales cultivos/producción/area cosechada/area sembrada/rendimi,Gobierno Digital,Gobernación del Amazonas,Amazonas,Leticia,Territorial,Agricultura y Desarrollo Rural,Español,Departamental,Anual,Agricultura y Desarrollo Rural,4,11,6
613,Proyección Habitantes Beltrán,,https://www.datos.gov.co/Estadísticas-Nacionales/Proyección-Habitantes-Beltrán/22k6-rq2v,Conjunto de Datos,March 15 2019,1,habitantes/municipio/beltr,SECRETARIA DE GOBIERNO Y ASUNTOS ADMINISTRATIVOS,Alcaldía Municipal de Beltrán,Cundinamarca,Beltrán,Territorial,Estadísticas,Español,Municipal,Anual,Estadísticas Nacionales,0,1,19
614,"Lesiones No fatales según contexto y sexo. Colombia, comparativo 2018 y 2019 (enero-febrero)",Lesiones No fatales según contexto y sexo. Colombia: comparativo 2018 y 2019 (enero-febrero),https://www.datos.gov.co/Justicia-y-Derecho/Lesiones-No-fatales-según-contexto-y-sexo-Colombia/rt46-nkth,Conjunto de Datos,March 15 2019,1,lesiones no fatales según contexto y sexo/medicina legal/no fatales/2,Grupo Centro de Referencia Nacional sobre Violencia,Instituto Nacional de Medicina Legal y Ciencias Forenses,Bogotá D.C.,Bogotá D.C.,Nacional,Justicia y del Derecho,Español,Nacional,No aplica,Justicia y Derecho,6,Sin dato recolectado,Sin dato recolectado
